Titre,Lien,Note,Genre,Genre numerique
made-in-abyss-hourou-suru-tasogare,https://voiranime.com/anime/made-in-abyss-hourou-suru-tasogare/,4.5,Adventure&Drama&Fantasy&Sci-Fi,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
nagareboshi-lens,https://voiranime.com/anime/nagareboshi-lens/,3.5,Romance,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nagasarete-airantou,https://voiranime.com/anime/nagasarete-airantou/,3.7,Comedy&Ecchi&Fantasy&Romance,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nagato-yuki-chan-no-shoushitsu-owarenai-natsuyasumi,https://voiranime.com/anime/nagato-yuki-chan-no-shoushitsu-owarenai-natsuyasumi/,3.9,Comedy&Romance,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nagi-no-asukara,https://voiranime.com/anime/nagi-no-asukara/,4.2,Drama&Fantasy&Romance&Slice of Life,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
naisho-no-tsubomi,https://voiranime.com/anime/naisho-no-tsubomi/,3,Romance&Slice of Life&Supernatural,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
naka-no-hito-genome-jikkyouchuu,https://voiranime.com/anime/naka-no-hito-genome-jikkyouchuu/,4.3,Adventure&Comedy&Drama&Fantasy,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nakedyouth,https://voiranime.com/anime/nakedyouth/,2.3,Romance&Slice of Life&Sports,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
nakitai-watashi-wa-neko-wo-kaburu,https://voiranime.com/anime/nakitai-watashi-wa-neko-wo-kaburu/,4,Drama&Fantasy&Romance,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nami-yo-kiitekure,https://voiranime.com/anime/nami-yo-kiitekure/,3.6,Comedy&Drama&Romance,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
namiuchigiwa-no-muromi-san,https://voiranime.com/anime/namiuchigiwa-no-muromi-san/,3.3,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
namiuchigiwa-no-muromi-san-ova,https://voiranime.com/anime/namiuchigiwa-no-muromi-san-ova/,3.2,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
namui-bl-manhwa-animation,https://voiranime.com/anime/namui-bl-manhwa-animation/,3.3,Comedy&Romance,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nana,https://voiranime.com/anime/nana/,4.3,Comedy&Drama&Music&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
nana-vf,https://voiranime.com/anime/nana-vf/,4,Comedy&Drama&Music&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
nana-to-kaoru,https://voiranime.com/anime/nana-to-kaoru/,2.9,Comedy&Ecchi&Romance,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
nanami-chan,https://voiranime.com/anime/nanami-chan/,2.8,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nanatsu-no-bitoku,https://voiranime.com/anime/nanatsu-no-bitoku/,3.3,Ecchi&Fantasy,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nanatsu-no-taizai,https://voiranime.com/anime/nanatsu-no-taizai/,3.9,Action&Adventure&Comedy&Ecchi&Fantasy,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nanatsu-no-taizai-vf,https://voiranime.com/anime/nanatsu-no-taizai-vf/,3.6,Action&Adventure&Comedy&Ecchi&Fantasy,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nanatsu-no-taizai-imashime-no-fukkatsu,https://voiranime.com/anime/nanatsu-no-taizai-imashime-no-fukkatsu/,3.9,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
obey-me,https://voiranime.com/anime/obey-me/,3.9,Comedy&Romance&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
occulticnine,https://voiranime.com/anime/occulticnine/,3.2,Sci-Fi&Supernatural&Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
oda-cinnamon-nobunaga,https://voiranime.com/anime/oda-cinnamon-nobunaga/,3.1,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
odd-taxi,https://voiranime.com/anime/odd-taxi/,4,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh-edo-rocket,https://voiranime.com/anime/oh-edo-rocket/,3.2,Comedy&Drama&Fantasy&Sci-Fi,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
ojamajo-doremi,https://voiranime.com/anime/ojamajo-doremi/,4.4,Comedy&Mahou Shoujo,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ojamajo-doremi-vf,https://voiranime.com/anime/ojamajo-doremi-vf/,4.2,Comedy&Mahou Shoujo,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ojamajo-doremi-sharp,https://voiranime.com/anime/ojamajo-doremi-sharp/,3.8,Comedy&Mahou Shoujo,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ojii-san-no-lamp,https://voiranime.com/anime/ojii-san-no-lamp/,3.6,Drama,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
okusama-ga-seitokaichou-ova,https://voiranime.com/anime/okusama-ga-seitokaichou-ova/,3.6,Comedy&Ecchi,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
okusama-wa-joshikousei-2005,https://voiranime.com/anime/okusama-wa-joshikousei-2005/,3,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
okusama-wa-mahou-shoujo,https://voiranime.com/anime/okusama-wa-mahou-shoujo/,2.6,Mahou Shoujo&Romance,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
omamori-himari,https://voiranime.com/anime/omamori-himari/,3.3,Action&Comedy&Ecchi&Fantasy&Romance,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
omishi-mahou-gekijou-risky-safety,https://voiranime.com/anime/omishi-mahou-gekijou-risky-safety/,2.7,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
omohide-poro-poro,https://voiranime.com/anime/omohide-poro-poro/,3.9,Drama&Romance&Slice of Life,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
omoi-omoware-furi-furare,https://voiranime.com/anime/omoi-omoware-furi-furare/,4,Drama&Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
omoide-no-marnie,https://voiranime.com/anime/omoide-no-marnie/,4.2,Drama,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
omoide-no-marnie-vf,https://voiranime.com/anime/omoide-no-marnie-vf/,3.9,Drama,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one-outs,https://voiranime.com/anime/one-outs/,4.3,Sports,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
one-piece,https://voiranime.com/anime/one-piece/,4.1,Action&Adventure&Comedy&Drama&Fantasy,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pacific-rim-the-black,https://voiranime.com/anime/pacific-rim-the-black/,3.7,Action&Adventure&Sci-Fi,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
pacific-rim-the-black-vf,https://voiranime.com/anime/pacific-rim-the-black-vf/,3.4,Action&Adventure&Sci-Fi,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
panda-kopanda,https://voiranime.com/anime/panda-kopanda/,3,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pandora-hearts,https://voiranime.com/anime/pandora-hearts/,4.4,Adventure&Fantasy&Supernatural,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
pandora-hearts-vf,https://voiranime.com/anime/pandora-hearts-vf/,4.1,Adventure&Fantasy&Supernatural,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
paniponi-dash,https://voiranime.com/anime/paniponi-dash/,3,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
panty-stocking-in-sanitarybox,https://voiranime.com/anime/panty-stocking-in-sanitarybox/,4,Action&Comedy&Ecchi&Supernatural,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
panty-stocking-with-garterbelt,https://voiranime.com/anime/panty-stocking-with-garterbelt/,3.9,Action&Comedy&Ecchi&Supernatural,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
papa-no-iukoto-wo-kikinasai,https://voiranime.com/anime/papa-no-iukoto-wo-kikinasai/,3.7,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
papa-no-iukoto-wo-kikinasai-ova,https://voiranime.com/anime/papa-no-iukoto-wo-kikinasai-ova/,3.8,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
papa-no-iukoto-wo-kikinasai-pokkapoka,https://voiranime.com/anime/papa-no-iukoto-wo-kikinasai-pokkapoka/,3.8,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
paprika,https://voiranime.com/anime/paprika/,4.2,Fantasy&Sci-Fi&Thriller,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
paprika-vf,https://voiranime.com/anime/paprika-vf/,3.9,Fantasy&Sci-Fi&Thriller,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
papuwa,https://voiranime.com/anime/papuwa/,2.5,Adventure&Comedy,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
paradise-kiss,https://voiranime.com/anime/paradise-kiss/,4.1,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
paradise-kiss-vf,https://voiranime.com/anime/paradise-kiss-vf/,3.9,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
parol-no-mirai-shima,https://voiranime.com/anime/parol-no-mirai-shima/,2.7,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pastel-memories,https://voiranime.com/anime/pastel-memories/,2.2,Action&Adventure&Sci-Fi,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
peach-boy-riverside,https://voiranime.com/anime/peach-boy-riverside/,4.1,Adventure&Fantasy,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
peach-girl,https://voiranime.com/anime/peach-girl/,3.6,Drama&Romance&Slice of Life,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
quanzhi-fashi,https://voiranime.com/anime/quanzhi-fashi/,3.8,Action&Fantasy,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quanzhi-fashi-2,https://voiranime.com/anime/quanzhi-fashi-2/,4.2,Action&Fantasy&Romance,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
quanzhi-fashi-3,https://voiranime.com/anime/quanzhi-fashi-3/,3.9,Action&Fantasy,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quanzhi-fashi-4,https://voiranime.com/anime/quanzhi-fashi-4/,4.1,Action&Fantasy,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quan-zhi-gao-shou,https://voiranime.com/anime/quan-zhi-gao-shou/,4.1,Action&Adventure&Comedy&Fantasy,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quanzhi-gaoshou-2,https://voiranime.com/anime/quanzhi-gaoshou-2/,4.2,Action&Chinese,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quanzhi-gaoshou-specials,https://voiranime.com/anime/quanzhi-gaoshou-specials/,4,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quanzhi-gaoshou-dianfeng-rongyao,https://voiranime.com/anime/quanzhi-gaoshou-dianfeng-rongyao/,3.3,Action&Drama&Slice of Life&Sports,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
queens-blade-ova,https://voiranime.com/anime/queens-blade-ova/,2.9,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-ova-specials,https://voiranime.com/anime/queens-blade-ova-specials/,2.6,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-utsukushiki-toushi-tachi,https://voiranime.com/anime/queens-blade-utsukushiki-toushi-tachi/,3.3,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-grimoire,https://voiranime.com/anime/queens-blade-grimoire/,2.8,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-gyokuza-wo-tsugu-mono,https://voiranime.com/anime/queens-blade-gyokuza-wo-tsugu-mono/,3.3,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-inheritor-of-the-throne-specials,https://voiranime.com/anime/queens-blade-inheritor-of-the-throne-specials/,3,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-rebellion,https://voiranime.com/anime/queens-blade-rebellion/,3.2,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-rebellion-specials,https://voiranime.com/anime/queens-blade-rebellion-specials/,2.7,Ecchi,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-rurou-no-senshi,https://voiranime.com/anime/queens-blade-rurou-no-senshi/,3.2,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-rurou-no-senshi-specials,https://voiranime.com/anime/queens-blade-rurou-no-senshi-specials/,3.2,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
queens-blade-unlimited,https://voiranime.com/anime/queens-blade-unlimited/,3,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quiz-magic-academy-the-original-animation,https://voiranime.com/anime/quiz-magic-academy-the-original-animation/,2.7,Comedy&Fantasy,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r-15,https://voiranime.com/anime/r-15/,4.3,Comedy&Ecchi&Romance,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
r-15-ova,https://voiranime.com/anime/r-15-ova/,3.1,Comedy&Ecchi&Romance,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
r-o-d-the-tv-vf,https://voiranime.com/anime/r-o-d-the-tv-vf/,3.7,Action&Adventure&Comedy&Drama&Sci-Fi,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
radiant,https://voiranime.com/anime/radiant/,3.8,Action&Adventure&Comedy&Fantasy,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
radiant-vf,https://voiranime.com/anime/radiant-vf/,4.1,Action&Adventure&Comedy&Fantasy,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
radiant-2,https://voiranime.com/anime/radiant-2/,4.2,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
radiant-2-vf,https://voiranime.com/anime/radiant-2-vf/,4.3,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ragnastrike-angels,https://voiranime.com/anime/ragnastrike-angels/,2.2,Action,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rail-romanesque,https://voiranime.com/anime/rail-romanesque/,2.9,Sci-Fi&Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
rail-wars,https://voiranime.com/anime/rail-wars/,3.9,Action&Romance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
raimuiro-senkitan,https://voiranime.com/anime/raimuiro-senkitan/,2.6,Comedy&Ecchi&Mecha&Supernatural,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
rainbow-nisha-rokubou-no-shichinin,https://voiranime.com/anime/rainbow-nisha-rokubou-no-shichinin/,4.4,Drama&Thriller,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
rakudai-kishi-no-eiyuutan,https://voiranime.com/anime/rakudai-kishi-no-eiyuutan/,4.1,Action&Ecchi&Fantasy&Romance,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
rakuen-tsuihou-expelled-from-paradise,https://voiranime.com/anime/rakuen-tsuihou-expelled-from-paradise/,3.9,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
rakuen-tsuihou-expelled-from-paradise-vf,https://voiranime.com/anime/rakuen-tsuihou-expelled-from-paradise-vf/,3.6,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
rakushou-hyper-doll,https://voiranime.com/anime/rakushou-hyper-doll/,2.5,Adventure&Comedy&Sci-Fi,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
ramen-daisuki-koizumi-san,https://voiranime.com/anime/ramen-daisuki-koizumi-san/,3,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
ranma-%c2%bd,https://voiranime.com/anime/ranma-%c2%bd/,4.3,Action&Comedy&Ecchi&Romance&Slice of Life,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
ranma-%c2%bd-vf,https://voiranime.com/anime/ranma-%c2%bd-vf/,4,Action&Comedy&Ecchi&Romance&Slice of Life,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
ranma-%c2%bd-akumu-shunmin-kou,https://voiranime.com/anime/ranma-%c2%bd-akumu-shunmin-kou/,3.8,Action&Adventure&Comedy&Supernatural,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
saa-ikou-tamagotchi,https://voiranime.com/anime/saa-ikou-tamagotchi/,2.4,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sabagebu,https://voiranime.com/anime/sabagebu/,4,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sabagebu-ova-special-mission,https://voiranime.com/anime/sabagebu-ova-special-mission/,3.3,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sacred-seven,https://voiranime.com/anime/sacred-seven/,3.9,Action&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
sacred-seven-shirogane-no-tsubasa,https://voiranime.com/anime/sacred-seven-shirogane-no-tsubasa/,4,Action&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
saenai-heroine-no-sodatekata,https://voiranime.com/anime/saenai-heroine-no-sodatekata/,3.9,Comedy&Ecchi&Romance&Slice of Life,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
saenai-heroine-no-sodatekata-%e2%99%ad,https://voiranime.com/anime/saenai-heroine-no-sodatekata-%e2%99%ad/,3.9,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
saenai-heroine-no-sodatekata-fine,https://voiranime.com/anime/saenai-heroine-no-sodatekata-fine/,4.6,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
saga-ken-wo-meguru-animation,https://voiranime.com/anime/saga-ken-wo-meguru-animation/,4,Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
sagrada-reset,https://voiranime.com/anime/sagrada-reset/,4.1,Fantasy&Romance&Sci-Fi&Supernatural,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
saihate-no-paladin,https://voiranime.com/anime/saihate-no-paladin/,4.1,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
saijaku-muhai-no-bahamut,https://voiranime.com/anime/saijaku-muhai-no-bahamut/,4.1,Action&Ecchi&Fantasy&Mecha&Romance&Supernatural,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
saikano-another-love-song,https://voiranime.com/anime/saikano-another-love-song/,2.6,Drama&Romance&Sci-Fi,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
saiki-kusuo-no-%cf%88-nan-tv,https://voiranime.com/anime/saiki-kusuo-no-%cf%88-nan-tv/,4.1,Comedy&Slice of Life&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
saiki-kusuo-no-%cf%88-nan-2,https://voiranime.com/anime/saiki-kusuo-no-%cf%88-nan-2/,4.5,Comedy&Slice of Life&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
saiki-kusuo-no-%cf%88-nan-kanketsu-hen,https://voiranime.com/anime/saiki-kusuo-no-%cf%88-nan-kanketsu-hen/,4.1,Comedy&Slice of Life&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
saiki-kusuo-no-%cf%88-nan-%cf%88-shidou-hen,https://voiranime.com/anime/saiki-kusuo-no-%cf%88-nan-%cf%88-shidou-hen/,4.1,Comedy&Slice of Life&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
saikin-imouto-no-yousu-ga-chotto-okashiinda-ga,https://voiranime.com/anime/saikin-imouto-no-yousu-ga-chotto-okashiinda-ga/,3.4,Comedy&Ecchi&Romance&Supernatural,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
saikin-imouto-no-yousu-ga-chotto-okashiinda-ga-ova,https://voiranime.com/anime/saikin-imouto-no-yousu-ga-chotto-okashiinda-ga-ova/,3.8,Comedy&Ecchi&Romance&Supernatural,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
