Titre,Lien,Note,Genre,Genre numerique
sailor-moon,https://voiranime.com/anime/sailor-moon/,4,Action&Fantasy&Mahou Shoujo&Romance,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
t-p-sakura-time-paladin-sakura,https://voiranime.com/anime/t-p-sakura-time-paladin-sakura/,3,Action&Mahou Shoujo,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ta-ga-tame-no-alchemist,https://voiranime.com/anime/ta-ga-tame-no-alchemist/,3.6,Fantasy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tabisuru-nuigurumi-traveling-daru,https://voiranime.com/anime/tabisuru-nuigurumi-traveling-daru/,3.3,Adventure&Slice of Life,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
taboo-tattoo,https://voiranime.com/anime/taboo-tattoo/,3.8,Action&Comedy&Ecchi,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tactical-roar,https://voiranime.com/anime/tactical-roar/,2.9,Comedy&Romance&Sci-Fi,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
tactics,https://voiranime.com/anime/tactics/,3.3,Comedy&Drama&Fantasy,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tada-kun-wa-koi-wo-shinai,https://voiranime.com/anime/tada-kun-wa-koi-wo-shinai/,4.3,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
taifuu-no-noruda,https://voiranime.com/anime/taifuu-no-noruda/,4,Drama&Sci-Fi&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
taiho-shichauzo-second-season,https://voiranime.com/anime/taiho-shichauzo-second-season/,4,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taiho-shichauzo-specials,https://voiranime.com/anime/taiho-shichauzo-specials/,3.7,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taiho-shichauzo-full-throttle,https://voiranime.com/anime/taiho-shichauzo-full-throttle/,3.3,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taiho-shichauzo-nagisa-no-koutsuu-yuudou,https://voiranime.com/anime/taiho-shichauzo-nagisa-no-koutsuu-yuudou/,3.2,Action&Comedy,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taiho-shichauzo-the-movie,https://voiranime.com/anime/taiho-shichauzo-the-movie/,3.5,Action&Comedy&Drama,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taiho-shichauzo-the-movie-vf,https://voiranime.com/anime/taiho-shichauzo-the-movie-vf/,4.4,Action&Comedy&Drama,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
taimadou-gakuen-35-shiken-shoutai,https://voiranime.com/anime/taimadou-gakuen-35-shiken-shoutai/,3.9,Action&Ecchi&Fantasy&Romance,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
taishou-otome-otogibanashi,https://voiranime.com/anime/taishou-otome-otogibanashi/,4.2,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
taishou-yakyuu-musume,https://voiranime.com/anime/taishou-yakyuu-musume/,3.1,Sports,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
taisou-zamurai,https://voiranime.com/anime/taisou-zamurai/,3.8,Sports,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
taiyou-no-mokushiroku-a-spirit-of-the-sun,https://voiranime.com/anime/taiyou-no-mokushiroku-a-spirit-of-the-sun/,3,Drama&Sci-Fi,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
takamiya-nasuno-desu-teekyuu-spin-off,https://voiranime.com/anime/takamiya-nasuno-desu-teekyuu-spin-off/,2.9,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
uchi-no-ko-no-tame-naraba-ore-wa-moshikashitara-maou-mo-taoseru-kamo-shirenai,https://voiranime.com/anime/uchi-no-ko-no-tame-naraba-ore-wa-moshikashitara-maou-mo-taoseru-kamo-shirenai/,4.2,Adventure&Fantasy&Slice of Life,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
uchi-no-maid-ga-uzasugiru,https://voiranime.com/anime/uchi-no-maid-ga-uzasugiru/,3.2,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
uchiage-hanabi-shita-kara-miru-ka-yoko-kara-miru-ka,https://voiranime.com/anime/uchiage-hanabi-shita-kara-miru-ka-yoko-kara-miru-ka/,3.9,Drama&Romance&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
uchitama-uchi-no-tama-shirimasenka,https://voiranime.com/anime/uchitama-uchi-no-tama-shirimasenka/,2.8,Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
uchouten-kazoku,https://voiranime.com/anime/uchouten-kazoku/,3.9,Comedy&Drama&Fantasy&Slice of Life,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
uchouten-kazoku-2,https://voiranime.com/anime/uchouten-kazoku-2/,4.1,Comedy&Drama&Fantasy,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
uchuu-kaizoku-captain-harlock,https://voiranime.com/anime/uchuu-kaizoku-captain-harlock/,4.1,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kaizoku-captain-harlock-movie,https://voiranime.com/anime/uchuu-kaizoku-captain-harlock-movie/,4,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kaizoku-captain-harlock-movie-vf,https://voiranime.com/anime/uchuu-kaizoku-captain-harlock-movie-vf/,3.8,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kaizoku-captain-harlock-vf,https://voiranime.com/anime/uchuu-kaizoku-captain-harlock-vf/,4.2,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kaizoku-captain-harlock-arcadia-gou-no-nazo-vf,https://voiranime.com/anime/uchuu-kaizoku-captain-harlock-arcadia-gou-no-nazo-vf/,3.5,Action&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kaizoku-mito-no-daibouken,https://voiranime.com/anime/uchuu-kaizoku-mito-no-daibouken/,2.5,Adventure&Comedy&Sci-Fi,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-koukyoushi-maetel-ginga-tetsudou-999-gaiden-vf,https://voiranime.com/anime/uchuu-koukyoushi-maetel-ginga-tetsudou-999-gaiden-vf/,2.7,Drama&Sci-Fi,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-kyoudai,https://voiranime.com/anime/uchuu-kyoudai/,4.4,Comedy&Sci-Fi&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
uchuu-no-kishi-tekkaman-blade-ova-burning-clock,https://voiranime.com/anime/uchuu-no-kishi-tekkaman-blade-ova-burning-clock/,2.7,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-no-kishi-tekkaman-blade-ova-missing-link,https://voiranime.com/anime/uchuu-no-kishi-tekkaman-blade-ova-missing-link/,2.4,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-no-kishi-tekkaman-blade-ova-twin-blood,https://voiranime.com/anime/uchuu-no-kishi-tekkaman-blade-ova-twin-blood/,2.9,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
uchuu-no-stellvia,https://voiranime.com/anime/uchuu-no-stellvia/,3.5,Action&Mecha&Romance&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
uchuu-senkan-tiramisu,https://voiranime.com/anime/uchuu-senkan-tiramisu/,3,Comedy&Mecha&Sci-Fi&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
uchuu-senkan-tiramisu-ii,https://voiranime.com/anime/uchuu-senkan-tiramisu-ii/,3.1,Comedy&Mecha&Sci-Fi&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
val-x-love,https://voiranime.com/anime/val-x-love/,3.9,Comedy&Ecchi&Romance&Supernatural,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
valkyrie-drive-mermaid,https://voiranime.com/anime/valkyrie-drive-mermaid/,3.8,Action&Ecchi&Fantasy,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
valkyrie-drive-mermaid-mini-ova,https://voiranime.com/anime/valkyrie-drive-mermaid-mini-ova/,2.8,Action&Ecchi&Fantasy,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vampire-hunter-d-bloodlust,https://voiranime.com/anime/vampire-hunter-d-bloodlust/,3.6,Action&Drama&Fantasy&Horror&Romance&Sci-Fi,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
vampire-hunter-d-bloodlust-vf,https://voiranime.com/anime/vampire-hunter-d-bloodlust-vf/,4.2,Action&Drama&Fantasy&Horror&Romance&Sci-Fi,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
vampire-knight,https://voiranime.com/anime/vampire-knight/,3.9,Drama&Romance&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
vampire-knight-vf,https://voiranime.com/anime/vampire-knight-vf/,4.1,Drama&Romance&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
vampire-knight-guilty,https://voiranime.com/anime/vampire-knight-guilty/,4.2,Drama&Romance&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
vampire-knight-guilty-vf,https://voiranime.com/anime/vampire-knight-guilty-vf/,3.8,Drama&Romance&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
vampire-knight-special,https://voiranime.com/anime/vampire-knight-special/,4.6,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vampire-miyu,https://voiranime.com/anime/vampire-miyu/,3.5,Action&Drama&Horror,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vandread,https://voiranime.com/anime/vandread/,3.6,Action&Ecchi&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vandread-vf,https://voiranime.com/anime/vandread-vf/,4.2,Action&Ecchi&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vandread-gekitouhen,https://voiranime.com/anime/vandread-gekitouhen/,3,Action&Adventure&Comedy&Ecchi&Mecha&Sci-Fi,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vandread-taidouhen,https://voiranime.com/anime/vandread-taidouhen/,2.9,Action&Adventure&Comedy&Ecchi&Mecha&Sci-Fi,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vandread-the-second-stage,https://voiranime.com/anime/vandread-the-second-stage/,3.8,Action&Ecchi&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vandread-the-second-stage-vf,https://voiranime.com/anime/vandread-the-second-stage-vf/,3.8,Action&Ecchi&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
vanitas-no-carte,https://voiranime.com/anime/vanitas-no-carte/,4.4,Drama&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
vanitas-no-carte-vf,https://voiranime.com/anime/vanitas-no-carte-vf/,4.1,Drama&Supernatural,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
vanquished-queens,https://voiranime.com/anime/vanquished-queens/,2.5,Action&Adventure&Ecchi&Fantasy,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
w-wish,https://voiranime.com/anime/w-wish/,2.4,Drama&Romance&Slice of Life,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
wz,https://voiranime.com/anime/wz/,3.3,Action&Music,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
waccha-primagi,https://voiranime.com/anime/waccha-primagi/,3.2,Music,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
wagaya-no-oinari-sama,https://voiranime.com/anime/wagaya-no-oinari-sama/,2.5,Adventure&Fantasy&Supernatural,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
wakaba%ef%bc%8agirl-onsen-tsukaritai,https://voiranime.com/anime/wakaba%ef%bc%8agirl-onsen-tsukaritai/,3.3,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
wakako-zake,https://voiranime.com/anime/wakako-zake/,3.2,Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
wake-up-girls-deai-no-kiroku-a-brief-recording,https://voiranime.com/anime/wake-up-girls-deai-no-kiroku-a-brief-recording/,2.7,Comedy&Music&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
wake-up-girls-beyond-the-bottom,https://voiranime.com/anime/wake-up-girls-beyond-the-bottom/,3.6,Music&Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
wake-up-girls-no-miyagi-pr-yarasete-kudasai,https://voiranime.com/anime/wake-up-girls-no-miyagi-pr-yarasete-kudasai/,2.7,Music,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
wake-up-girls-seishun-no-kage,https://voiranime.com/anime/wake-up-girls-seishun-no-kage/,3.4,Music&Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
wake-up-girls-shichinin-no-idol,https://voiranime.com/anime/wake-up-girls-shichinin-no-idol/,3.6,Music&Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
wake-up-girls-shin-shou,https://voiranime.com/anime/wake-up-girls-shin-shou/,3,Music&Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
wakfu-s1,https://voiranime.com/anime/wakfu-s1/,4,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wakfu-s2,https://voiranime.com/anime/wakfu-s2/,4,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wakfu-s3,https://voiranime.com/anime/wakfu-s3/,4.2,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wakfu-specials-2014,https://voiranime.com/anime/wakfu-specials-2014/,4.1,Action&Adventure&Fantasy,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wandaba-style,https://voiranime.com/anime/wandaba-style/,3.3,Comedy&Sci-Fi,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
wangan-midnight,https://voiranime.com/anime/wangan-midnight/,3.9,Action&Sports,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
wanwan-sanjushi,https://voiranime.com/anime/wanwan-sanjushi/,2.9,Adventure,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wasurenagumo,https://voiranime.com/anime/wasurenagumo/,3.9,Supernatural,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
x-men,https://voiranime.com/anime/x-men/,2.6,Action&Drama,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
x-men-vf,https://voiranime.com/anime/x-men-vf/,3.5,Action&Drama,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
xenosaga-the-animation,https://voiranime.com/anime/xenosaga-the-animation/,3.1,Action&Mecha&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
xi-avant,https://voiranime.com/anime/xi-avant/,2.7,Adventure&Sci-Fi,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
xxxholic,https://voiranime.com/anime/xxxholic/,4.2,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-vf,https://voiranime.com/anime/xxxholic-vf/,3.7,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-kei,https://voiranime.com/anime/xxxholic-kei/,3.8,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-rou,https://voiranime.com/anime/xxxholic-rou/,4.5,Supernatural,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-shunmuki,https://voiranime.com/anime/xxxholic-shunmuki/,3.8,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-shunmuki-vf,https://voiranime.com/anime/xxxholic-shunmuki-vf/,4.1,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-manatsu-no-yoru-no-yume,https://voiranime.com/anime/xxxholic-manatsu-no-yoru-no-yume/,3.9,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
xxxholic-manatsu-no-yoru-no-yume-vf,https://voiranime.com/anime/xxxholic-manatsu-no-yoru-no-yume-vf/,4.2,Comedy&Drama&Supernatural,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
yagate-kimi-ni-naru,https://voiranime.com/anime/yagate-kimi-ni-naru/,4,Drama&Romance&Slice of Life,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
yahari-ore-no-seishun-love-comedy-wa-machigatteiru,https://voiranime.com/anime/yahari-ore-no-seishun-love-comedy-wa-machigatteiru/,4.1,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
yahari-ore-no-seishun-love-comedy-wa-machigatteiru-kan,https://voiranime.com/anime/yahari-ore-no-seishun-love-comedy-wa-machigatteiru-kan/,4.5,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku,https://voiranime.com/anime/yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku/,4.1,Comedy&Drama&Romance&Slice of Life,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku-ova,https://voiranime.com/anime/yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku-ova/,4.7,Comedy&Romance&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
yakitate-japan,https://voiranime.com/anime/yakitate-japan/,3.6,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yakunara-mug-cup-mo,https://voiranime.com/anime/yakunara-mug-cup-mo/,3.4,Slice of Life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
yakunara-mug-cup-mo-2-niban-kama,https://voiranime.com/anime/yakunara-mug-cup-mo-2-niban-kama/,3.6,Comedy&Slice of Life,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
yakushiji-ryouko-no-kaiki-jikenbo,https://voiranime.com/anime/yakushiji-ryouko-no-kaiki-jikenbo/,3.3,Supernatural,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
yakusoku-no-neverland,https://voiranime.com/anime/yakusoku-no-neverland/,4,Drama&Fantasy&Horror&Thriller,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
yakusoku-no-neverland-vf,https://voiranime.com/anime/yakusoku-no-neverland-vf/,3.9,Drama&Fantasy&Horror&Thriller,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
yakusoku-no-neverland-s2,https://voiranime.com/anime/yakusoku-no-neverland-s2/,4,Action&Adventure&Drama&Fantasy&Horror,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yamada-kun-to-7-nin-no-majo,https://voiranime.com/anime/yamada-kun-to-7-nin-no-majo/,4.2,Comedy&Romance&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
yamada-kun-to-7-nin-no-majo-ona,https://voiranime.com/anime/yamada-kun-to-7-nin-no-majo-ona/,3.7,Comedy&Romance&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
yamada-kun-to-7-nin-no-majo-ova,https://voiranime.com/anime/yamada-kun-to-7-nin-no-majo-ova/,3.4,Comedy&Romance&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
yamada-kun-to-7-nin-no-majo-vf,https://voiranime.com/anime/yamada-kun-to-7-nin-no-majo-vf/,3.8,Comedy&Romance&Supernatural,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
yamato-nadeshiko-shichi-henge,https://voiranime.com/anime/yamato-nadeshiko-shichi-henge/,4.4,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yami-no-matsuei,https://voiranime.com/anime/yami-no-matsuei/,3.7,Comedy&Drama&Fantasy&Horror,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yami-shibai,https://voiranime.com/anime/yami-shibai/,4,Horror&Supernatural,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
yami-shibai-2,https://voiranime.com/anime/yami-shibai-2/,4.3,Horror&Supernatural,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
z-x-ignition,https://voiranime.com/anime/z-x-ignition/,3,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
z-x-code-reunion,https://voiranime.com/anime/z-x-code-reunion/,2.7,Adventure&Fantasy&Sci-Fi,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
zan-sayonara-zetsubou-sensei,https://voiranime.com/anime/zan-sayonara-zetsubou-sensei/,3.9,Comedy,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zankyou-no-terror,https://voiranime.com/anime/zankyou-no-terror/,4.3,Drama&Thriller,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
